Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arrival_full_date
inn32758,2,0,0,2,meal plan 2,0,room_type 1,257,offline,0,0,0,101.5,0,canceled,2017-07-01
inn32759,2,0,2,1,not selected,0,room_type 1,40,online,0,0,0,67.5,1,canceled,2018-02-14
inn32760,2,0,1,4,meal plan 2,1,room_type 4,27,online,0,0,0,138.2,3,not_canceled,2018-12-14
inn32761,2,0,1,1,not selected,0,room_type 1,89,online,0,0,0,72.42,1,not_canceled,2018-07-11
inn32762,1,0,0,0,not selected,0,room_type 1,32,online,0,0,0,0.0,1,not_canceled,2018-11-15
inn32763,2,0,0,2,meal plan 2,0,room_type 1,257,offline,0,0,0,101.5,0,canceled,2017-07-01
inn32764,1,0,0,1,meal plan 1,1,room_type 1,0,corporate,1,0,2,67.0,0,not_canceled,2018-04-01
inn32765,2,0,1,2,meal plan 1,0,room_type 2,12,online,0,0,0,80.42,0,not_canceled,2017-12-25
inn32766,1,0,1,0,meal plan 1,0,room_type 1,6,corporate,1,0,1,65.0,0,not_canceled,2017-12-27
inn32767,2,0,1,1,meal plan 1,0,room_type 1,174,offline,0,0,0,70.0,0,canceled,2017-10-10
inn32768,2,0,0,3,not selected,0,room_type 1,128,online,0,0,0,103.5,0,canceled,2018-07-07
inn32769,1,0,1,1,not selected,0,room_type 1,44,online,0,0,0,87.2,0,canceled,2018-11-19
inn32770,2,0,1,3,meal plan 1,0,room_type 1,78,offline,0,0,0,80.75,0,not_canceled,2018-05-05
inn32771,2,2,1,1,meal plan 1,0,room_type 2,137,online,0,0,0,88.77,1,not_canceled,2018-07-02
inn32772,2,0,2,2,meal plan 1,0,room_type 1,99,offline,0,0,0,65.0,0,canceled,2017-10-30
inn32773,1,0,0,2,meal plan 1,0,room_type 1,164,offline,0,0,0,100.0,0,not_canceled,2017-10-02
inn32774,2,0,1,2,meal plan 1,0,room_type 1,57,offline,0,0,0,90.67,1,not_canceled,2018-06-10
inn32775,2,0,1,3,meal plan 1,0,room_type 1,108,online,0,0,0,72.25,3,not_canceled,2017-12-21
inn32776,1,0,0,1,meal plan 1,1,room_type 1,8,corporate,0,0,0,98.0,0,not_canceled,2018-04-20
inn32778,1,0,0,1,meal plan 1,0,room_type 1,7,offline,0,0,0,125.0,0,not_canceled,2018-10-06
inn32779,2,0,0,4,not selected,0,room_type 1,126,online,0,0,0,97.75,0,canceled,2018-07-06
inn32780,2,0,0,3,meal plan 1,0,room_type 1,5,offline,0,0,0,58.0,0,not_canceled,2017-12-09
inn32781,2,0,0,4,meal plan 1,0,room_type 1,191,online,0,0,0,93.5,1,canceled,2017-09-02
inn32782,2,0,1,0,not selected,0,room_type 1,0,online,0,0,0,129.0,0,not_canceled,2018-06-20
inn32783,2,0,0,3,meal plan 1,0,room_type 1,50,offline,0,0,0,52.0,2,not_canceled,2018-01-14
inn32784,2,0,1,3,meal plan 1,0,room_type 1,210,offline,0,0,0,72.75,0,not_canceled,2017-10-08
inn32785,2,0,2,5,meal plan 1,0,room_type 1,38,online,0,0,0,81.9,1,not_canceled,2018-03-11
inn32786,1,0,0,1,meal plan 2,0,room_type 1,40,offline,0,0,0,95.0,0,not_canceled,2018-07-26
inn32787,3,0,2,2,meal plan 1,0,room_type 4,26,online,0,0,0,153.0,0,canceled,2018-04-10
inn32788,3,0,1,2,meal plan 1,0,room_type 4,163,online,0,0,0,122.4,2,not_canceled,2018-12-26
inn32789,2,0,2,0,not selected,0,room_type 1,3,online,0,0,0,79.0,0,canceled,2018-02-07
inn32790,2,0,2,2,meal plan 1,0,room_type 1,12,offline,0,0,0,61.0,0,not_canceled,2018-01-16
inn32791,2,0,0,3,meal plan 1,0,room_type 4,54,online,0,0,0,104.4,1,not_canceled,2018-03-31
inn32792,2,0,0,3,not selected,0,room_type 1,54,online,0,0,0,78.77,1,not_canceled,2018-04-27
inn32793,1,0,0,2,meal plan 1,0,room_type 4,29,corporate,0,0,0,105.0,0,not_canceled,2018-07-06
inn32794,1,0,0,3,meal plan 1,0,room_type 1,151,offline,0,0,0,71.0,0,not_canceled,2018-01-19
inn32795,2,0,0,2,meal plan 1,0,room_type 1,55,online,0,0,0,97.2,1,not_canceled,2018-11-02
inn32796,2,0,0,1,meal plan 1,0,room_type 7,0,complementary,1,3,10,0.0,1,not_canceled,2018-01-20
inn32797,2,0,2,1,meal plan 1,0,room_type 1,179,online,0,0,0,121.5,2,canceled,2018-09-24
inn32798,2,0,1,2,meal plan 1,0,room_type 1,198,offline,0,0,0,90.0,0,canceled,2018-09-09
inn32799,1,0,1,1,meal plan 1,0,room_type 1,2,corporate,1,1,3,65.0,0,not_canceled,2018-04-11
inn32800,1,0,0,2,meal plan 2,0,room_type 1,6,online,0,0,0,0.0,0,not_canceled,2017-12-10
inn32801,1,0,0,1,not selected,0,room_type 1,1,online,0,0,0,129.0,0,not_canceled,2018-05-24
inn32802,2,0,2,2,not selected,0,room_type 1,87,online,0,0,0,72.25,0,canceled,2018-04-03
inn32803,2,1,0,2,meal plan 1,0,room_type 1,207,online,0,0,0,112.5,0,canceled,2018-08-17
inn32804,2,0,0,2,not selected,0,room_type 1,16,online,0,0,0,91.5,1,not_canceled,2018-12-02
inn32805,1,0,2,1,meal plan 1,0,room_type 1,1,corporate,1,3,40,65.0,2,not_canceled,2018-07-31
inn32806,2,0,1,5,meal plan 1,0,room_type 1,156,offline,0,0,0,72.25,0,not_canceled,2018-08-08
inn32807,2,0,0,2,meal plan 1,1,room_type 4,129,online,0,0,0,118.8,0,not_canceled,2018-08-25
inn32808,2,0,0,1,meal plan 1,0,room_type 4,64,online,0,0,0,131.4,1,not_canceled,2018-12-30
inn32809,2,0,0,3,meal plan 1,0,room_type 1,279,offline,0,0,0,110.0,0,canceled,2018-10-12
inn32810,1,0,0,1,meal plan 1,0,room_type 1,5,online,0,0,0,86.0,0,not_canceled,2018-02-10
inn32811,1,0,0,1,meal plan 1,0,room_type 1,84,offline,0,0,0,80.0,0,not_canceled,2018-11-11
inn32812,2,0,0,3,meal plan 1,1,room_type 1,238,online,0,0,0,124.2,3,not_canceled,2018-09-13
inn32813,1,0,0,3,meal plan 1,0,room_type 1,68,online,0,0,0,121.5,0,canceled,2018-05-10
inn32814,2,0,1,2,meal plan 1,0,room_type 1,57,offline,0,0,0,90.67,1,not_canceled,2018-06-10
inn32815,2,0,0,2,meal plan 1,0,room_type 1,2,online,0,0,0,107.0,0,not_canceled,2017-11-18
inn32816,2,0,0,3,not selected,0,room_type 1,26,online,0,0,0,109.0,2,not_canceled,2018-11-02
inn32817,0,2,2,1,meal plan 1,0,room_type 2,104,online,0,0,0,91.6,2,not_canceled,2018-12-25
inn32818,2,0,0,3,meal plan 1,0,room_type 1,140,online,0,0,0,72.25,2,not_canceled,2017-12-29
inn32819,1,0,0,2,meal plan 2,0,room_type 1,6,online,0,0,0,0.0,0,not_canceled,2017-12-10
inn32820,1,0,0,1,meal plan 1,0,room_type 1,0,corporate,0,0,0,88.0,0,not_canceled,2017-08-11
inn32821,2,0,2,6,not selected,0,room_type 1,11,offline,0,0,0,79.5,0,not_canceled,2018-11-01
inn32822,2,2,0,3,meal plan 1,0,room_type 2,29,online,0,0,0,77.5,2,not_canceled,2018-03-09
inn32823,2,0,0,3,not selected,0,room_type 1,7,online,0,0,0,149.0,2,not_canceled,2018-09-07
inn32824,2,2,1,5,meal plan 1,0,room_type 6,134,online,0,0,0,163.34,2,canceled,2018-12-26
inn32825,1,0,2,1,meal plan 1,0,room_type 1,4,corporate,0,0,0,65.0,0,not_canceled,2017-10-18
inn32826,2,0,0,3,not selected,0,room_type 1,53,online,0,0,0,67.5,0,canceled,2018-02-24
inn32827,2,0,0,1,not selected,1,room_type 1,1,online,0,0,0,129.0,1,not_canceled,2018-10-21
inn32828,2,0,0,2,meal plan 1,0,room_type 1,101,online,0,0,0,90.0,2,canceled,2018-11-18
inn32829,2,0,2,1,meal plan 1,0,room_type 2,1,online,0,0,0,78.52,0,not_canceled,2018-01-23
inn32830,2,0,2,2,meal plan 1,0,room_type 1,80,online,0,0,0,135.9,0,not_canceled,2018-09-25
inn32831,2,0,2,3,meal plan 1,0,room_type 1,224,online,0,0,0,90.95,1,not_canceled,2018-08-21
inn32832,2,0,0,3,not selected,0,room_type 1,45,online,0,0,0,70.5,1,not_canceled,2018-02-18
inn32833,1,0,2,1,meal plan 1,0,room_type 1,116,offline,0,0,0,61.0,0,canceled,2018-02-28
inn32834,2,0,0,2,meal plan 1,0,room_type 1,77,offline,0,0,0,75.0,1,not_canceled,2018-12-09
inn32835,2,0,1,2,meal plan 1,0,room_type 1,7,online,0,0,0,111.0,1,not_canceled,2018-11-14
inn32836,2,0,2,0,meal plan 1,0,room_type 1,7,online,0,0,0,139.0,1,not_canceled,2018-09-11
inn32837,2,1,0,1,meal plan 1,0,room_type 1,34,online,0,0,0,152.1,0,not_canceled,2018-07-29
inn32838,2,0,0,2,meal plan 2,0,room_type 1,39,offline,0,0,0,101.5,0,not_canceled,2017-08-14
inn32839,2,0,0,1,meal plan 1,0,room_type 1,0,online,0,0,0,141.0,1,not_canceled,2018-05-12
inn32840,2,0,1,2,meal plan 1,0,room_type 1,193,offline,0,0,0,120.0,0,canceled,2018-06-20
inn32841,3,0,0,2,meal plan 1,0,room_type 4,66,online,0,0,0,168.3,2,not_canceled,2018-08-19
inn32842,3,0,2,2,meal plan 1,0,room_type 4,92,online,0,0,0,137.7,0,not_canceled,2018-07-17
inn32843,3,0,2,3,meal plan 1,0,room_type 4,39,online,0,0,0,138.06,1,canceled,2018-04-24
inn32844,3,0,1,4,meal plan 2,0,room_type 1,197,offline,0,0,0,160.6,0,not_canceled,2018-12-21
inn32845,3,0,0,2,meal plan 1,0,room_type 4,50,online,0,0,0,159.3,2,not_canceled,2018-06-03
inn32846,2,0,2,0,not selected,0,room_type 1,86,online,0,0,0,61.68,1,canceled,2018-10-30
inn32847,2,1,2,5,meal plan 1,1,room_type 1,42,online,0,0,0,135.0,2,not_canceled,2018-08-30
inn32848,2,0,1,3,not selected,0,room_type 1,147,online,0,0,0,97.75,0,canceled,2018-08-08
inn32849,2,0,0,2,not selected,0,room_type 1,35,online,0,0,0,73.1,1,not_canceled,2018-03-04
inn32850,1,0,0,1,meal plan 1,0,room_type 7,8,corporate,0,0,0,101.0,0,not_canceled,2018-02-06
inn32851,1,0,1,1,meal plan 1,1,room_type 1,64,corporate,1,0,5,67.0,0,not_canceled,2018-12-17
inn32852,2,0,1,0,meal plan 1,0,room_type 4,253,online,0,0,0,115.2,2,canceled,2018-09-19
inn32853,2,0,2,4,meal plan 1,0,room_type 1,15,online,0,0,0,92.17,0,not_canceled,2017-10-11
inn32854,2,0,0,1,meal plan 1,0,room_type 1,114,online,0,0,0,128.7,0,canceled,2018-08-27
inn32855,2,0,1,2,meal plan 1,0,room_type 1,80,offline,0,0,0,75.0,0,canceled,2018-09-26
inn32856,2,1,0,3,meal plan 1,0,room_type 1,18,online,0,0,0,111.0,1,not_canceled,2018-02-11
inn32857,2,0,1,0,not selected,0,room_type 1,0,online,0,0,0,79.0,0,not_canceled,2018-02-15
inn32858,2,0,2,5,meal plan 1,0,room_type 1,9,offline,1,1,0,70.0,0,not_canceled,2017-12-27
inn32859,2,0,1,0,meal plan 1,0,room_type 1,0,online,0,0,0,121.0,1,not_canceled,2018-08-01
inn32860,2,1,0,1,meal plan 1,0,room_type 1,20,online,0,0,0,169.0,1,canceled,2018-07-01
inn32861,2,0,0,2,meal plan 1,1,room_type 1,50,online,0,0,0,127.8,2,not_canceled,2018-10-04
inn32862,2,0,1,4,meal plan 1,0,room_type 4,133,online,0,0,0,103.7,0,canceled,2018-06-27
inn32863,2,0,1,2,meal plan 1,0,room_type 1,117,online,0,0,0,126.9,0,not_canceled,2018-06-03
inn32864,2,0,1,2,not selected,0,room_type 1,100,online,0,0,0,81.2,0,not_canceled,2018-04-25
inn32865,2,2,0,3,meal plan 1,0,room_type 6,36,online,0,0,0,207.9,3,not_canceled,2018-09-15
inn32866,2,0,0,1,meal plan 1,0,room_type 2,15,online,0,0,0,109.55,1,not_canceled,2018-08-17
inn32867,2,0,2,1,not selected,0,room_type 1,244,online,0,0,0,92.4,1,not_canceled,2018-10-30
inn32868,2,0,1,0,not selected,0,room_type 1,62,online,0,0,0,99.0,0,canceled,2018-09-04
inn32869,2,0,0,2,meal plan 1,0,room_type 1,192,offline,0,0,0,110.0,0,canceled,2018-06-24
inn32870,2,0,0,1,meal plan 1,0,room_type 1,186,offline,0,0,0,68.68,0,not_canceled,2018-10-28
inn32871,1,0,1,3,meal plan 1,0,room_type 1,40,offline,0,0,0,75.6,0,canceled,2017-10-19
inn32872,2,1,2,1,meal plan 1,0,room_type 4,97,online,0,0,0,104.96,2,not_canceled,2018-07-23
inn32873,1,0,0,1,meal plan 1,1,room_type 1,3,online,0,0,0,104.0,0,not_canceled,2018-03-03
inn32874,2,2,2,4,meal plan 1,0,room_type 6,43,online,0,0,0,166.5,1,not_canceled,2017-10-21
inn32875,2,0,0,2,meal plan 1,0,room_type 4,274,online,0,0,0,115.2,1,canceled,2018-09-27
inn32876,2,0,0,1,meal plan 1,0,room_type 1,26,offline,0,0,0,120.0,0,not_canceled,2018-06-08
inn32877,2,0,1,4,meal plan 1,0,room_type 1,74,online,0,0,0,82.45,0,canceled,2018-03-30
inn32878,2,0,0,3,meal plan 1,0,room_type 1,103,offline,0,0,0,63.58,0,not_canceled,2018-03-24
inn32879,1,0,2,2,meal plan 1,0,room_type 1,229,online,0,0,0,80.75,0,canceled,2018-10-22
inn32880,2,0,2,1,meal plan 1,0,room_type 4,63,online,0,0,0,87.3,0,canceled,2018-03-05
inn32881,0,2,2,2,meal plan 1,0,room_type 2,186,online,0,0,0,112.01,1,canceled,2018-09-04
inn32882,2,1,0,4,meal plan 1,0,room_type 1,33,online,0,0,0,149.0,1,canceled,2018-10-26
inn32883,2,0,0,5,meal plan 1,0,room_type 1,220,online,0,0,0,90.95,1,canceled,2018-08-09
inn32884,2,0,0,3,meal plan 1,0,room_type 1,308,online,0,0,0,88.0,1,canceled,2018-11-23
inn32885,1,0,1,2,meal plan 2,0,room_type 4,68,online,0,0,0,183.6,0,canceled,2018-08-19
inn32886,1,0,0,3,not selected,0,room_type 1,76,online,0,0,0,125.1,1,not_canceled,2018-09-27
inn32887,2,0,1,4,meal plan 2,0,room_type 1,26,online,0,0,0,102.72,0,canceled,2018-12-21
inn32888,2,0,0,2,meal plan 1,0,room_type 1,45,online,0,0,0,118.8,2,not_canceled,2018-09-01
inn32889,3,0,1,3,meal plan 1,0,room_type 4,53,online,0,0,0,134.45,3,not_canceled,2018-11-10
inn32890,2,0,0,1,meal plan 2,0,room_type 1,83,offline,0,0,0,112.2,0,not_canceled,2017-09-30
inn32892,1,0,2,1,meal plan 1,0,room_type 1,0,online,0,0,0,150.0,1,not_canceled,2018-10-01
inn32893,2,0,0,2,meal plan 1,0,room_type 1,27,offline,0,0,0,108.0,0,not_canceled,2017-09-30
inn32894,2,0,0,2,meal plan 1,0,room_type 1,211,offline,0,0,0,100.0,0,canceled,2018-05-20
inn32895,2,0,2,1,meal plan 1,0,room_type 1,103,offline,0,0,0,150.67,0,not_canceled,2018-12-31
inn32896,1,0,1,2,meal plan 1,0,room_type 1,161,offline,0,0,0,71.0,0,not_canceled,2018-04-22
inn32897,2,0,1,1,meal plan 1,0,room_type 4,267,online,0,0,0,115.2,0,canceled,2018-10-01
inn32898,2,0,0,1,meal plan 1,0,room_type 1,0,online,0,0,0,98.0,2,not_canceled,2018-12-21
inn32899,2,0,0,1,not selected,0,room_type 1,3,online,0,0,0,77.0,0,not_canceled,2018-01-06
inn32900,2,0,0,2,meal plan 1,0,room_type 1,12,online,0,0,0,93.0,0,not_canceled,2018-02-23
inn32901,2,0,2,1,not selected,0,room_type 1,205,online,0,0,0,94.5,1,canceled,2018-08-21
inn32902,2,0,0,3,meal plan 1,0,room_type 2,87,online,0,0,0,95.7,1,not_canceled,2017-12-29
inn32903,1,0,2,3,not selected,0,room_type 1,59,online,0,0,0,79.05,2,not_canceled,2018-03-20
inn32904,2,0,1,1,meal plan 1,0,room_type 2,217,online,0,0,0,95.63,1,canceled,2018-07-18
inn32905,2,0,1,2,meal plan 1,0,room_type 1,80,online,0,0,0,94.6,1,not_canceled,2018-11-04
inn32906,2,0,2,0,meal plan 1,0,room_type 1,19,online,0,0,0,91.0,1,canceled,2018-02-21
inn32907,2,0,0,1,not selected,0,room_type 1,131,online,0,0,0,94.5,1,not_canceled,2018-07-29
inn32908,2,0,0,4,meal plan 1,0,room_type 1,55,online,0,0,0,90.0,2,canceled,2017-07-07
inn32909,2,0,0,2,meal plan 1,0,room_type 1,22,offline,0,0,0,140.0,0,not_canceled,2018-05-20
inn32910,2,0,0,2,meal plan 1,0,room_type 4,51,online,0,0,0,102.7,1,not_canceled,2018-06-02
inn32911,2,0,0,1,meal plan 1,0,room_type 1,13,online,0,0,0,91.0,0,not_canceled,2018-06-23
inn32912,3,0,0,5,meal plan 1,0,room_type 4,10,online,0,0,0,169.0,2,not_canceled,2018-06-14
inn32913,2,0,2,3,meal plan 1,0,room_type 4,144,online,0,0,0,112.03,1,not_canceled,2018-05-22
inn32914,2,0,1,2,meal plan 1,1,room_type 1,1,online,0,0,0,169.33,0,not_canceled,2017-10-09
inn32915,2,0,1,1,meal plan 1,0,room_type 1,25,offline,0,0,0,104.0,1,not_canceled,2018-10-10
inn32916,1,0,2,1,meal plan 2,0,room_type 1,117,offline,0,0,0,72.5,0,not_canceled,2017-08-01
inn32917,1,0,0,1,meal plan 1,0,room_type 1,6,online,0,0,0,81.0,1,not_canceled,2017-12-01
inn32918,2,1,0,4,not selected,0,room_type 1,37,offline,0,0,0,64.8,1,not_canceled,2018-03-23
inn32919,3,0,1,2,meal plan 1,0,room_type 4,18,online,0,0,0,187.0,3,not_canceled,2018-07-01
inn32920,2,0,0,2,meal plan 2,0,room_type 1,377,offline,0,0,0,115.0,1,canceled,2018-10-14
inn32921,2,0,0,3,meal plan 1,0,room_type 1,94,online,0,0,0,105.3,0,canceled,2018-07-14
inn32922,3,0,2,2,meal plan 1,0,room_type 4,4,online,0,0,0,133.0,2,not_canceled,2018-02-28
inn32923,1,0,0,2,meal plan 1,0,room_type 1,151,offline,0,0,0,71.0,0,not_canceled,2018-01-19
inn32924,2,0,1,5,meal plan 2,0,room_type 4,1,online,0,0,0,192.0,1,not_canceled,2018-06-27
inn32925,1,0,0,2,meal plan 1,0,room_type 1,2,online,0,0,0,72.2,0,not_canceled,2017-09-23
inn32926,2,0,1,3,not selected,0,room_type 1,57,online,0,0,0,74.8,1,not_canceled,2018-12-05
inn32927,2,0,0,1,meal plan 1,0,room_type 1,8,online,0,0,0,111.35,1,not_canceled,2018-05-25
inn32928,2,1,0,4,meal plan 1,0,room_type 1,115,online,0,0,0,123.75,1,not_canceled,2018-08-03
inn32929,1,0,1,1,meal plan 1,0,room_type 1,24,online,0,0,0,87.78,2,not_canceled,2017-09-19
inn32930,2,0,0,2,meal plan 1,0,room_type 1,31,corporate,0,0,0,77.0,0,not_canceled,2018-02-04
inn32931,2,0,0,3,meal plan 1,0,room_type 4,43,offline,0,0,0,60.0,0,not_canceled,2017-11-04
inn32932,1,0,1,1,meal plan 1,0,room_type 1,33,corporate,0,0,0,59.0,0,not_canceled,2018-01-25
inn32933,2,0,0,1,not selected,0,room_type 1,6,online,0,0,0,87.0,2,not_canceled,2018-03-03
inn32934,2,0,0,3,not selected,0,room_type 1,1,online,0,0,0,139.0,2,not_canceled,2018-08-03
inn32935,2,0,0,3,meal plan 1,0,room_type 1,279,offline,0,0,0,110.0,0,canceled,2018-10-12
inn32936,3,0,0,2,meal plan 1,0,room_type 4,55,online,0,0,0,168.3,2,not_canceled,2018-09-28
inn32937,2,0,0,3,meal plan 1,0,room_type 1,142,online,0,0,0,99.3,0,not_canceled,2018-08-24
inn32938,1,0,0,1,meal plan 1,0,room_type 4,17,corporate,0,0,0,75.0,0,not_canceled,2018-03-09
inn32939,1,0,2,0,not selected,0,room_type 1,0,online,0,0,0,119.0,0,not_canceled,2018-07-24
inn32940,2,0,2,2,meal plan 1,0,room_type 1,19,online,0,0,0,106.65,1,not_canceled,2018-04-29
inn32941,1,0,0,2,meal plan 1,0,room_type 1,181,offline,0,0,0,120.0,0,canceled,2018-10-11
inn32942,1,0,0,2,meal plan 2,0,room_type 1,74,offline,0,0,0,87.0,0,not_canceled,2017-09-18
inn32943,2,0,1,2,not selected,0,room_type 1,157,online,0,0,0,108.0,0,canceled,2018-10-03
inn32945,1,0,0,2,meal plan 1,1,room_type 1,37,online,0,0,0,94.5,0,not_canceled,2017-09-16
inn32946,1,0,0,0,meal plan 1,0,room_type 1,3,online,0,0,0,0.0,1,not_canceled,2018-02-26
inn32947,2,0,0,1,not selected,0,room_type 4,1,online,0,0,0,96.0,2,not_canceled,2017-09-03
inn32948,2,0,0,5,meal plan 1,0,room_type 4,40,online,0,0,0,149.4,0,not_canceled,2018-08-23
inn32949,2,0,1,3,meal plan 1,0,room_type 1,121,online,0,0,0,99.45,1,not_canceled,2018-05-02
inn32950,2,0,0,1,not selected,1,room_type 1,7,online,0,0,0,137.0,2,not_canceled,2018-08-24
inn32951,1,0,1,1,meal plan 1,0,room_type 1,8,online,0,0,0,103.0,1,not_canceled,2018-11-14
inn32952,1,0,0,1,not selected,0,room_type 1,1,online,0,0,0,140.0,1,not_canceled,2018-11-04
inn32953,2,0,0,1,not selected,0,room_type 1,126,online,0,0,0,103.5,0,canceled,2018-05-07
inn32954,2,0,0,3,meal plan 1,0,room_type 1,122,online,0,0,0,68.0,0,not_canceled,2018-12-08
inn32955,1,0,0,2,meal plan 1,0,room_type 1,164,offline,0,0,0,100.0,0,not_canceled,2017-10-02
inn32956,2,0,2,1,meal plan 1,0,room_type 1,219,online,0,0,0,96.3,1,canceled,2018-10-29
inn32957,2,1,2,5,meal plan 1,0,room_type 1,147,online,0,0,0,106.25,2,not_canceled,2018-06-28
inn32958,3,0,2,3,meal plan 1,0,room_type 4,142,online,0,0,0,126.65,1,canceled,2018-07-02
inn32959,2,1,0,1,meal plan 1,0,room_type 1,160,online,0,0,0,145.8,2,canceled,2018-09-30
inn32960,2,0,2,1,meal plan 1,1,room_type 1,14,online,0,0,0,111.67,0,not_canceled,2017-12-26
inn32961,2,0,0,3,meal plan 1,0,room_type 1,213,offline,0,0,0,130.0,0,canceled,2018-06-07
inn32962,1,0,0,4,not selected,1,room_type 1,80,online,0,0,0,81.25,0,not_canceled,2018-03-29
inn32963,2,0,2,3,meal plan 1,0,room_type 4,121,online,0,0,0,120.6,1,not_canceled,2018-08-18
inn32964,2,1,0,2,meal plan 1,0,room_type 1,186,online,0,0,0,121.5,0,canceled,2018-08-03
inn32965,2,2,0,5,meal plan 1,0,room_type 6,15,online,0,0,0,165.0,1,canceled,2017-09-01
inn32966,1,0,0,3,meal plan 1,0,room_type 1,12,corporate,0,0,0,60.0,0,not_canceled,2017-08-05
inn32967,2,0,0,3,meal plan 1,0,room_type 1,7,offline,0,0,0,144.0,0,not_canceled,2018-05-05
inn32968,3,0,0,3,meal plan 1,0,room_type 4,164,offline,0,0,0,115.6,0,canceled,2018-08-30
inn32969,3,0,1,1,meal plan 1,0,room_type 1,39,offline,0,0,0,98.94,2,not_canceled,2018-02-08
inn32970,1,0,1,1,meal plan 1,0,room_type 1,19,corporate,1,0,1,95.0,0,not_canceled,2018-06-20
inn32971,2,0,1,2,not selected,0,room_type 1,148,online,0,0,0,97.5,0,canceled,2018-07-11
inn32972,2,0,0,1,not selected,0,room_type 1,101,online,0,0,0,94.5,2,not_canceled,2018-07-15
inn32973,2,0,1,4,meal plan 1,0,room_type 4,26,offline,0,0,0,75.0,0,not_canceled,2017-10-14
inn32974,1,0,1,2,not selected,0,room_type 1,3,online,0,0,0,133.0,1,not_canceled,2017-10-19
inn32975,2,0,0,3,meal plan 1,0,room_type 4,91,online,0,0,0,132.3,2,canceled,2018-10-20
inn32976,2,0,0,2,meal plan 2,0,room_type 1,102,offline,0,0,0,101.5,0,canceled,2017-10-16
inn32977,1,0,0,1,meal plan 1,0,room_type 1,98,corporate,1,1,3,65.0,0,not_canceled,2018-09-21
inn32978,3,0,2,3,not selected,0,room_type 1,232,offline,0,0,0,75.65,0,not_canceled,2018-12-24
inn32979,1,0,0,1,meal plan 1,0,room_type 1,18,corporate,1,1,5,95.0,0,not_canceled,2018-09-27
inn32980,2,0,0,2,meal plan 2,0,room_type 1,39,offline,0,0,0,101.5,0,not_canceled,2017-08-14
inn32981,2,0,1,0,meal plan 1,1,room_type 1,18,online,0,0,0,104.0,0,not_canceled,2017-11-16
inn32982,2,0,0,2,meal plan 1,0,room_type 1,49,online,0,0,0,81.9,1,not_canceled,2018-03-15
inn32983,2,0,1,1,meal plan 2,0,room_type 1,247,offline,0,0,0,115.0,1,canceled,2018-06-06
inn32984,2,0,0,2,meal plan 1,0,room_type 1,122,offline,0,0,0,85.0,0,not_canceled,2018-04-15
inn32985,1,0,0,5,meal plan 1,0,room_type 1,5,corporate,0,0,0,131.0,0,canceled,2018-10-04
inn32986,2,0,2,2,meal plan 1,0,room_type 1,6,online,0,0,0,122.48,3,not_canceled,2018-12-30
inn32987,2,0,0,1,not selected,0,room_type 1,30,online,0,0,0,98.1,0,canceled,2018-05-25
inn32988,2,0,1,3,not selected,0,room_type 1,100,online,0,0,0,91.38,1,not_canceled,2018-05-02
inn32989,1,0,2,1,meal plan 1,0,room_type 1,1,offline,0,0,0,60.0,0,canceled,2018-02-28
inn32990,2,0,1,3,meal plan 1,0,room_type 4,21,online,0,0,0,131.35,1,not_canceled,2018-12-29
inn32991,2,0,0,2,meal plan 2,0,room_type 1,39,offline,0,0,0,101.5,0,not_canceled,2017-08-14
inn32992,1,0,0,3,meal plan 1,0,room_type 1,166,offline,0,0,0,110.0,0,canceled,2018-11-01
inn32993,2,0,0,4,meal plan 1,0,room_type 1,259,offline,0,0,0,89.0,0,canceled,2018-10-05
inn32994,1,0,2,1,meal plan 1,0,room_type 1,116,offline,0,0,0,61.0,0,canceled,2018-02-28
inn32995,2,0,2,0,meal plan 2,0,room_type 1,37,online,0,0,0,118.1,1,not_canceled,2018-03-06
inn32996,2,0,0,2,meal plan 1,0,room_type 4,2,online,0,0,0,209.5,2,not_canceled,2018-09-30
inn32997,1,0,0,1,meal plan 2,0,room_type 1,184,online,0,0,0,82.12,2,canceled,2018-08-17
inn32998,3,0,1,2,meal plan 1,0,room_type 4,80,online,0,0,0,168.3,0,canceled,2018-09-12
inn32999,2,0,0,2,meal plan 1,0,room_type 1,1,corporate,0,0,0,90.0,1,not_canceled,2018-10-07
inn33000,2,0,0,3,meal plan 1,0,room_type 1,37,offline,0,0,0,105.0,0,not_canceled,2018-10-13
inn33001,2,0,0,2,meal plan 1,0,room_type 1,122,offline,0,0,0,85.0,0,not_canceled,2018-04-15
inn33002,2,0,2,0,meal plan 1,0,room_type 1,61,offline,0,0,0,91.0,0,not_canceled,2017-10-04
inn33003,2,0,1,2,meal plan 1,0,room_type 1,224,offline,0,0,0,65.0,0,not_canceled,2017-10-02
inn33004,2,0,0,3,meal plan 1,0,room_type 1,222,online,0,0,0,96.3,1,canceled,2018-08-31
inn33005,1,0,1,2,meal plan 1,0,room_type 4,21,online,0,0,0,210.0,1,not_canceled,2018-11-07
inn33006,2,0,2,5,meal plan 2,0,room_type 4,95,online,0,0,0,183.6,1,not_canceled,2018-09-13
